trip_uuid,od_start_time,od_end_time,segment_count,actual_time,osrm_time,actual_distance,osrm_distance,start_scan_to_end_scan,route_type,source_center,source_name,destination_center,destination_name,cutoff_initial_status,cutoff_final_status,time_delay,data,trip_creation_time,route_schedule_uuid,delay_category,distance_gap,distance_ratio,trip_segment_count,distance_band
trip-153722310250493665,46:09.7,15:02.7,1,509,50,46.83640627,71.9021,808,FTL,IND844505AAB,HazratJandaha_HajiprRD_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),0,0,459,training,25:02.5,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,Severe Delay,-25.065693730000007,0.651391353938202,6,25–50 km
trip-153722310250493665,47:19.0,30:26.9,2,65,21,24.79163712,29.1282,103,FTL,IND843105AAB,Dholi_WardNo4_D (Bihar),IND848101AAA,Samastipur_Haripur_D (Bihar),1,0,44,training,25:02.5,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,Moderate Delay,-4.336562879999999,0.851121494634066,6,0–25 km
trip-153722322529611562,02:04.6,25:28.7,5,197,130,95.6590335,146.3601,263,FTL,IND502220AAC,Zahirabad_Mohim_D (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),1,0,67,training,26:49.4,thanos::sroute:d26c2fa7-68f9-4eb7-ba6e-ef9eb670aa6a,High Delay,-50.70106649999998,0.6535868279674585,14,50–100 km
trip-153722322529611562,09:36.0,45:25.6,2,64,34,41.89429785,48.4961,95,FTL,IND585330AAE,Humnabad_EBroad_D (Karnataka),IND585401AAA,Bidar (Karnataka),1,0,30,training,26:49.4,thanos::sroute:d26c2fa7-68f9-4eb7-ba6e-ef9eb670aa6a,On Time,-6.6018021499999975,0.8638694214586328,14,25–50 km
trip-153722322529611562,26:49.4,09:36.0,3,75,43,55.91530453,61.3268,222,FTL,IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),IND585330AAE,Humnabad_EBroad_D (Karnataka),1,0,32,training,26:49.4,thanos::sroute:d26c2fa7-68f9-4eb7-ba6e-ef9eb670aa6a,Moderate Delay,-5.411495469999998,0.911759696087192,14,50–100 km
trip-153722322529611562,45:25.6,54:26.0,2,109,45,31.69569664,42.049,129,FTL,IND585401AAA,Bidar (Karnataka),IND502286AAB,Narayankhed_Datatrya_D (Telangana),1,0,64,training,26:49.4,thanos::sroute:d26c2fa7-68f9-4eb7-ba6e-ef9eb670aa6a,High Delay,-10.353303359999998,0.7537800337701254,14,25–50 km
trip-153722322529611562,54:26.0,02:04.6,2,109,50,43.65929416,58.4814,127,FTL,IND502286AAB,Narayankhed_Datatrya_D (Telangana),IND502220AAC,Zahirabad_Mohim_D (Telangana),1,0,59,training,26:49.4,thanos::sroute:d26c2fa7-68f9-4eb7-ba6e-ef9eb670aa6a,Moderate Delay,-14.82210584,0.7465500853262746,14,25–50 km
trip-153722335000370053,02:57.7,30:00.1,7,186,73,60.8631553,87.7887,207,Carting,IND303603AAB,Renwal_ChomuRD_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),1,0,113,training,29:10.0,thanos::sroute:038ec819-8b27-4e7c-b1c5-3fc528c5ea63,High Delay,-26.925544700000003,0.6932914520889363,21,50–100 km
trip-153722335000370053,29:10.0,29:24.1,7,103,55,60.61640918,74.8758,180,Carting,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303008AAB,Dudu_NrainaRD_D (Rajasthan),1,0,48,training,29:10.0,thanos::sroute:038ec819-8b27-4e7c-b1c5-3fc528c5ea63,Moderate Delay,-14.25939082,0.8095594194653012,21,50–100 km
trip-153722335000370053,29:24.1,47:54.5,3,48,30,20.29249636,32.649,78,Carting,IND303008AAB,Dudu_NrainaRD_D (Rajasthan),IND303338AAB,Phulera_NarenaRD_D (Rajasthan),1,0,18,training,29:10.0,thanos::sroute:038ec819-8b27-4e7c-b1c5-3fc528c5ea63,On Time,-12.35650364,0.6215350044411774,21,0–25 km
trip-153722335000370053,47:54.5,02:57.7,4,71,57,33.30605808,61.6722,75,Carting,IND303338AAB,Phulera_NarenaRD_D (Rajasthan),IND303603AAB,Renwal_ChomuRD_D (Rajasthan),1,0,14,training,29:10.0,thanos::sroute:038ec819-8b27-4e7c-b1c5-3fc528c5ea63,On Time,-28.36614192,0.54004978061428,21,25–50 km
trip-153722347666387791,02:05.7,21:27.1,5,56,37,36.62044745,40.5628,79,Carting,IND641664AAA,Tirpur_Palladam_DC (Tamil Nadu),IND638657AAA,Dharapuram_Techrcly_D (Tamil Nadu),1,0,19,training,31:16.7,thanos::sroute:afe12310-ce50-463e-8057-c7415c70a67d,On Time,-3.9423525500000025,0.9028086682871992,17,25–50 km
trip-153722347666387791,04:20.2,02:05.7,3,36,26,22.48096922,29.409,57,Carting,IND641654AAA,Avinashi_Valluvar_D (Tamil Nadu),IND641664AAA,Tirpur_Palladam_DC (Tamil Nadu),1,0,10,training,31:16.7,thanos::sroute:afe12310-ce50-463e-8057-c7415c70a67d,On Time,-6.92803078,0.7644248094120847,17,0–25 km
trip-153722347666387791,20:30.6,36:12.8,3,40,23,22.01576273,25.3014,375,Carting,IND638701AAA,Kangayam_Thvlrsrt_D (Tamil Nadu),IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu),1,0,17,training,31:16.7,thanos::sroute:afe12310-ce50-463e-8057-c7415c70a67d,On Time,-3.2856372700000023,0.8701401001525606,17,0–25 km
trip-153722347666387791,21:27.1,20:30.6,4,45,29,29.1157093,31.1232,59,Carting,IND638657AAA,Dharapuram_Techrcly_D (Tamil Nadu),IND638701AAA,Kangayam_Thvlrsrt_D (Tamil Nadu),1,0,16,training,31:16.7,thanos::sroute:afe12310-ce50-463e-8057-c7415c70a67d,On Time,-2.0074907000000017,0.9354985766245116,17,25–50 km
trip-153722347666387791,31:16.7,04:20.2,2,36,17,15.5330884,18.798,153,Carting,IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu),IND641654AAA,Avinashi_Valluvar_D (Tamil Nadu),1,0,19,training,31:16.7,thanos::sroute:afe12310-ce50-463e-8057-c7415c70a67d,On Time,-3.264911599999998,0.8263160123417386,17,0–25 km
trip-153722348992824420,31:18.4,33:58.0,14,568,280,306.5074087,393.2804,722,FTL,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND834002AAB,Ranchi_Hub (Jharkhand),1,0,288,training,31:18.4,thanos::sroute:fa83fd49-3327-4503-8e80-bf58ed636cc7,Severe Delay,-86.7729913,0.7793610073118314,61,200+ km
trip-153722348992824420,33:58.0,46:09.2,47,1722,853,1012.548201,1163.1683,1812,FTL,IND834002AAB,Ranchi_Hub (Jharkhand),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,869,training,31:18.4,thanos::sroute:fa83fd49-3327-4503-8e80-bf58ed636cc7,Severe Delay,-150.6200990000001,0.8705087655844815,61,200+ km
trip-153722360062644054,09:02.8,46:14.6,3,69,27,25.67668055,29.3517,97,Carting,IND631501AAA,Kanchipuram_DC (Tamil Nadu),IND631003AAA,Arakkonam_HousngBd_D (Tamil Nadu),1,0,42,training,33:20.6,thanos::sroute:464c77e1-3a92-4834-98cc-e0246502ab86,Moderate Delay,-3.6750194500000006,0.8747936422762566,10,25–50 km
trip-153722360062644054,33:20.6,09:02.8,4,65,34,32.60159152,44.5066,215,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND631501AAA,Kanchipuram_DC (Tamil Nadu),1,0,31,training,33:20.6,thanos::sroute:464c77e1-3a92-4834-98cc-e0246502ab86,Moderate Delay,-11.90500848,0.7325113920182624,10,25–50 km
trip-153722360062644054,46:14.6,57:52.4,3,71,39,28.03289652,41.8495,191,Carting,IND631003AAA,Arakkonam_HousngBd_D (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),1,0,32,training,33:20.6,thanos::sroute:464c77e1-3a92-4834-98cc-e0246502ab86,Moderate Delay,-13.816603479999998,0.6698502137420997,10,25–50 km
trip-153722360487036893,33:24.9,00:23.9,2,75,16,16.33350249,18.7517,86,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380054AAA,AMD_Memnagar (Gujarat),1,0,59,training,33:24.9,thanos::sroute:cf317f34-cfc3-433f-939c-23a62d3a72c3,Moderate Delay,-2.418197509999999,0.8710411584016383,2,0–25 km
trip-153722363847990243,11:33.7,29:33.0,4,50,22,28.44834471,31.5676,77,Carting,IND322241AAA,Karauli_HnsChowk_D (Rajasthan),IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),1,0,28,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,On Time,-3.119255289999998,0.9011880760653328,35,25–50 km
trip-153722363847990243,17:46.1,53:13.4,4,29,21,27.90493171,28.608,35,Carting,IND303301AAB,Bassi_DmodrNGR_D (Rajasthan),IND303303AAA,Dausa_IndraCln_D (Rajasthan),1,0,8,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,On Time,-0.7030682900000009,0.9754240670441834,35,25–50 km
trip-153722363847990243,29:33.0,30:00.7,5,56,31,39.73941745,43.9494,60,Carting,IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),1,0,25,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,On Time,-4.209982549999999,0.9042084180898944,35,25–50 km
trip-153722363847990243,30:00.7,20:02.9,7,100,58,55.62351373,81.1756,110,Carting,IND303503AAA,Lalsot_NWclyDPP_D (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),1,0,42,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,Moderate Delay,-25.552086270000004,0.6852245469081842,35,50–100 km
trip-153722363847990243,33:58.5,17:46.1,3,46,32,23.69558769,39.1437,103,Carting,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND303301AAB,Bassi_DmodrNGR_D (Rajasthan),1,0,14,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,On Time,-15.448112310000004,0.6053486944259229,35,0–25 km
trip-153722363847990243,53:13.4,55:36.9,8,112,77,69.80884413,97.0315,122,Carting,IND303303AAA,Dausa_IndraCln_D (Rajasthan),IND322230AAA,Hindaun_MndwrRod_D (Rajasthan),1,0,35,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,Moderate Delay,-27.22265587,0.7194451712072883,35,50–100 km
trip-153722363847990243,55:36.9,11:33.7,4,44,29,28.14455132,32.4459,75,Carting,IND322230AAA,Hindaun_MndwrRod_D (Rajasthan),IND322241AAA,Karauli_HnsChowk_D (Rajasthan),1,0,15,training,33:58.5,thanos::sroute:0f5c3b4b-5c1c-4a8f-abd4-98fcadbdad2d,On Time,-4.30134868,0.8674301320043518,35,25–50 km
trip-153722364543356346,34:05.4,32:49.6,5,158,52,40.13753313,50.8919,358,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),1,0,106,training,34:05.4,thanos::sroute:5b8cc767-dbd3-49ad-bf75-02b2a17a50d9,High Delay,-10.754366869999998,0.7886821504011444,5,25–50 km
trip-153722365055548935,34:10.6,58:43.0,8,156,101,70.57137348,123.3553,324,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),1,0,55,training,34:10.6,thanos::sroute:f15045bc-aec4-4461-ba81-9b556a18710c,Moderate Delay,-52.78392652,0.5720984301444689,8,50–100 km
trip-153722366479954399,08:01.7,30:45.7,6,299,121,128.4176414,167.8952,322,FTL,IND210427AAA,Mahoba_Mlkpura_D (Uttar Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),1,0,178,training,34:09.9,thanos::sroute:37d7dd05-a266-4ddd-93e0-b3653ed4e5db,Severe Delay,-39.47755859999998,0.7648678544711226,17,100–200 km
trip-153722366479954399,15:36.3,48:10.0,4,135,58,69.56057814,79.5219,212,FTL,IND212601AAA,Fatehpur_Kotwali_D (Uttar Pradesh),IND210001AAA,Banda_GayatriN_D (Uttar Pradesh),1,0,77,training,34:09.9,thanos::sroute:37d7dd05-a266-4ddd-93e0-b3653ed4e5db,High Delay,-9.961321859999998,0.8747348609628292,17,50–100 km
trip-153722366479954399,34:09.9,15:36.3,4,158,68,86.48807573,97.4435,281,FTL,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND212601AAA,Fatehpur_Kotwali_D (Uttar Pradesh),1,0,90,training,34:09.9,thanos::sroute:37d7dd05-a266-4ddd-93e0-b3653ed4e5db,High Delay,-10.955424269999996,0.8875715232929853,17,50–100 km
trip-153722366479954399,48:10.0,08:01.7,3,162,42,52.54861101,55.5777,199,FTL,IND210001AAA,Banda_GayatriN_D (Uttar Pradesh),IND210427AAA,Mahoba_Mlkpura_D (Uttar Pradesh),1,0,120,training,34:09.9,thanos::sroute:37d7dd05-a266-4ddd-93e0-b3653ed4e5db,High Delay,-3.029088989999998,0.9454981226283204,17,50–100 km
trip-153722372576390965,44:18.2,34:59.6,2,30,20,13.15803111,21.5761,50,Carting,IND691574AAA,Kalluvathukal_Pariplly_D (Kerala),IND695614AAA,Kilimanoor_Krvnkuzy_D (Kerala),1,0,10,training,35:25.8,thanos::sroute:31171483-ca90-40a9-94d5-39309e6f9673,On Time,-8.41806889,0.6098428868053077,6,0–25 km
trip-153722372576390965,52:45.4,58:51.0,2,26,23,17.78364318,20.2114,66,Carting,IND695582AAA,Kazhakkoottam_Rdiosttn_D (Kerala),IND695101AAB,Attingal_Central_D_2 (Kerala),1,0,3,training,35:25.8,thanos::sroute:31171483-ca90-40a9-94d5-39309e6f9673,On Time,-2.4277568200000026,0.8798818082864125,6,0–25 km
trip-153722372576390965,58:51.0,44:18.2,2,20,17,13.99681595,15.5534,45,Carting,IND695101AAB,Attingal_Central_D_2 (Kerala),IND691574AAA,Kalluvathukal_Pariplly_D (Kerala),1,0,3,training,35:25.8,thanos::sroute:31171483-ca90-40a9-94d5-39309e6f9673,On Time,-1.5565840499999997,0.8999200142734065,6,0–25 km
trip-153722377012052065,36:10.1,43:51.0,2,84,42,27.14736841,36.5461,187,FTL,IND131028AAB,Sonipat_Kundli_H (Haryana),IND124507AAA,Bahadurgarh_DC (Haryana),1,0,42,training,36:10.1,thanos::sroute:7eced986-e54f-4321-be33-bbbe42f24ac5,Moderate Delay,-9.398731590000004,0.7428253195279386,4,25–50 km
trip-153722377012052065,43:51.0,30:57.3,2,89,45,27.14273849,42.8967,107,FTL,IND124507AAA,Bahadurgarh_DC (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),1,0,44,training,36:10.1,thanos::sroute:7eced986-e54f-4321-be33-bbbe42f24ac5,Moderate Delay,-15.753961510000003,0.6327465397105138,4,25–50 km
trip-153722377863265393,01:33.5,35:39.5,2,47,32,30.71518098,34.6814,94,FTL,IND627117AAA,Vallior_Radhaprm_D (Tamil Nadu),IND629001AAA,Nagarcoil_AsrplmRd_DC (Tamil Nadu),1,0,15,training,36:12.4,thanos::sroute:16dbdb8b-1ca6-4d26-a45c-18d378e6308b,On Time,-3.966219019999997,0.885638439624698,9,25–50 km
trip-153722377863265393,36:12.4,01:33.5,3,82,41,44.37129054,51.2876,85,FTL,IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),IND627117AAA,Vallior_Radhaprm_D (Tamil Nadu),1,0,41,training,36:12.4,thanos::sroute:16dbdb8b-1ca6-4d26-a45c-18d378e6308b,Moderate Delay,-6.916309460000001,0.865146556672568,9,25–50 km
trip-153722377863265393,59:50.3,40:49.9,4,190,95,73.36077353,109.2834,220,FTL,IND629179AAA,Marthandam_Nallur_D (Tamil Nadu),IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),1,0,95,training,36:12.4,thanos::sroute:16dbdb8b-1ca6-4d26-a45c-18d378e6308b,High Delay,-35.92262647,0.671289267445925,9,50–100 km
trip-153722380949031131,55:32.1,42:44.0,2,74,31,33.63401049,43.0113,107,FTL,IND365560AAB,Amreli_Rajula_DC (Gujarat),IND364290AAA,Bhavnagar_Mahuva_DC (Gujarat),1,0,43,training,36:49.5,thanos::sroute:3b9d8baa-6a81-400e-ab72-5f9eded77eb5,Moderate Delay,-9.377289509999995,0.7819807931869067,2,25–50 km
trip-153722388531436416,38:05.3,28:52.6,3,29,17,18.47063529,22.0404,110,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380005AAA,Amd_Chandkheda_Dc (Gujarat),1,0,12,training,38:05.3,thanos::sroute:c57f3600-80a6-44b6-835e-aad83da2f737,On Time,-3.569764710000001,0.8380353936407687,3,0–25 km
trip-153722394425990200,19:19.9,40:17.9,1,36,22,28.57967079,30.1994,80,Carting,IND563101AAB,Kolar_Ambedkar_D (Karnataka),IND563131AAA,Mulbagal_Sunku_D (Karnataka),0,0,14,training,39:04.3,thanos::sroute:86079dce-0c01-4256-971b-65a8abc78e09,On Time,-1.6197292099999991,0.9463655168645736,13,25–50 km
trip-153722394425990200,22:18.8,59:08.4,1,205,53,47.56426942,59.3621,216,Carting,IND563125AAB,Chintamani_Central_D_2 (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),0,0,152,training,39:04.3,thanos::sroute:86079dce-0c01-4256-971b-65a8abc78e09,Severe Delay,-11.797830579999996,0.8012565158577611,13,25–50 km
trip-153722394425990200,39:04.3,19:19.9,6,94,58,48.26802011,66.9174,160,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND563101AAB,Kolar_Ambedkar_D (Karnataka),1,0,36,training,39:04.3,thanos::sroute:86079dce-0c01-4256-971b-65a8abc78e09,Moderate Delay,-18.64937989,0.7213074642768548,13,25–50 km
trip-153722394425990200,40:17.9,22:18.8,5,80,42,45.04461032,50.6751,102,Carting,IND563131AAA,Mulbagal_Sunku_D (Karnataka),IND563125AAB,Chintamani_Central_D_2 (Karnataka),1,0,38,training,39:04.3,thanos::sroute:86079dce-0c01-4256-971b-65a8abc78e09,Moderate Delay,-5.630489680000004,0.8888904081097028,13,25–50 km
trip-153722400657084759,40:06.6,51:49.7,67,3323,1324,1463.404579,1808.0994,3491,FTL,IND781018AAB,Guwahati_Hub (Assam),IND110037AAM,Delhi_Airport_H (Delhi),1,0,1999,training,40:06.6,thanos::sroute:bcce7b68-e962-4a29-af24-167e3e926d04,Severe Delay,-344.69482100000005,0.8093606905682287,67,200+ km
trip-153722402419434042,15:56.2,40:45.0,2,63,18,16.28084632,18.4463,84,Carting,IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),IND563131AAB,Bangarapet_KolarRd_D (Karnataka),1,0,45,training,40:24.2,thanos::sroute:dfca8672-0aed-4126-87fe-e5f2a15c7e86,Moderate Delay,-2.1654536800000024,0.8826076947680563,19,0–25 km
trip-153722402419434042,23:40.4,15:56.2,2,31,19,16.62677251,18.9814,52,Carting,IND563131AAB,Bangarapet_KolarRd_D (Karnataka),IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),1,0,12,training,40:24.2,thanos::sroute:dfca8672-0aed-4126-87fe-e5f2a15c7e86,On Time,-2.354627490000002,0.8759507997302621,19,0–25 km
trip-153722402419434042,39:58.6,23:40.4,3,75,31,25.11601348,32.355,103,Carting,IND563130AAA,Malur_NharuExt_D (Karnataka),IND563131AAB,Bangarapet_KolarRd_D (Karnataka),1,0,44,training,40:24.2,thanos::sroute:dfca8672-0aed-4126-87fe-e5f2a15c7e86,Moderate Delay,-7.238986519999997,0.7762637453252975,19,25–50 km
trip-153722402419434042,40:24.2,39:58.6,5,78,48,36.19442414,56.8698,179,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND563130AAA,Malur_NharuExt_D (Karnataka),1,0,30,training,40:24.2,thanos::sroute:dfca8672-0aed-4126-87fe-e5f2a15c7e86,On Time,-20.675375859999995,0.636443668520023,19,25–50 km
trip-153722402419434042,40:45.0,57:51.6,7,125,80,57.55253266,89.2946,137,Carting,IND563131AAB,Bangarapet_KolarRd_D (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),1,0,45,training,40:24.2,thanos::sroute:dfca8672-0aed-4126-87fe-e5f2a15c7e86,Moderate Delay,-31.74206734000001,0.6445242227413527,19,50–100 km
trip-153722408020681308,41:20.2,39:50.7,2,36,10,13.0852116,14.653,118,Carting,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND843109AAB,Kanti_Central_DPP_2 (Bihar),1,0,26,training,41:20.2,thanos::sroute:ef288c16-0efa-4ec5-8e9d-9ce5fd5c19ec,On Time,-1.5677884000000013,0.8930056370709069,2,0–25 km
trip-153722416808442412,42:48.1,29:00.9,2,20,9,12.1469825,12.1684,46,Carting,IND131021AAA,Sonipat_AmzonDev_V (Haryana),IND131028AAA,Sonipat_Kundli_P (Haryana),1,0,11,training,42:48.1,thanos::sroute:9cada9d8-0df2-48a3-8784-3cf5da9d6bdc,On Time,-0.0214175,0.9982399082870386,2,0–25 km
trip-153722426043042934,44:20.4,56:54.6,5,214,97,100.6040933,130.2639,372,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),1,0,117,training,44:20.4,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,High Delay,-29.659806700000004,0.7723098517701373,40,100–200 km
trip-153722426043042934,56:54.6,37:10.9,35,1386,684,764.5428924,913.0154,1480,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),1,0,702,training,44:20.4,thanos::sroute:db3c468a-dd4e-4646-ae40-eb4d1a4d23d7,Severe Delay,-148.47250759999997,0.8373822526980378,40,200+ km
trip-153722443732878416,08:42.2,59:59.3,3,67,36,46.23938495,49.9967,111,FTL,IND209111AAA,Pukhrayan_Arulimod_D (Uttar Pradesh),IND285001AAD,Orai_Ajnari_D (Uttar Pradesh),1,0,31,training,47:17.3,thanos::sroute:edfd7934-08ee-458c-9e1f-55411c01bc2d,Moderate Delay,-3.757315049999995,0.9248487390167752,6,25–50 km
trip-153722443732878416,47:17.3,32:25.1,1,101,15,20.85224991,22.2124,165,FTL,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND209101AAA,Akbarpur_NehruNGR_D (Uttar Pradesh),0,0,86,training,47:17.3,thanos::sroute:edfd7934-08ee-458c-9e1f-55411c01bc2d,High Delay,-1.3601500899999976,0.9387661806018262,6,0–25 km
trip-153722443732878416,59:59.3,17:46.9,2,42,33,28.28599575,30.251,77,FTL,IND285001AAD,Orai_Ajnari_D (Uttar Pradesh),IND285205AAB,Konch_Central_D_2 (Uttar Pradesh),1,0,9,training,47:17.3,thanos::sroute:edfd7934-08ee-458c-9e1f-55411c01bc2d,On Time,-1.96500425,0.935043329146144,6,25–50 km
trip-153722448294571122,23:21.1,33:38.4,12,418,210,245.7717157,281.0256,730,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),1,0,208,training,48:02.9,thanos::sroute:de5e208e-7641-45e6-8100-4d9fb1e5720d,Severe Delay,-35.25388430000001,0.8745527656555132,89,200+ km
trip-153722448294571122,48:02.9,23:21.1,77,2820,1529,1691.261853,2083.9342,3155,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,1291,training,48:02.9,thanos::sroute:de5e208e-7641-45e6-8100-4d9fb1e5720d,Severe Delay,-392.6723470000002,0.8115716191998767,89,200+ km
trip-153722456351250320,19:21.3,28:44.9,4,50,41,34.21374228,42.1137,69,Carting,IND628204AAA,Tirchchndr_Shnmgprm_D (Tamil Nadu),IND627657AAA,Thisayanvilai_UdnkdiRD_D (Tamil Nadu),1,0,9,training,49:07.4,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,On Time,-7.899957720000003,0.8124135917765477,14,25–50 km
trip-153722456351250320,28:44.9,30:02.9,3,36,35,19.36974551,28.5215,61,Carting,IND627657AAA,Thisayanvilai_UdnkdiRD_D (Tamil Nadu),IND628613AAA,Peikulam_SriVnktpm_D (Tamil Nadu),1,0,1,training,49:07.4,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,On Time,-9.151754489999998,0.6791278688007293,14,0–25 km
trip-153722456351250320,40:02.1,19:21.3,2,23,16,14.49136103,17.9806,39,Carting,IND628801AAA,Eral_Busstand_D (Tamil Nadu),IND628204AAA,Tirchchndr_Shnmgprm_D (Tamil Nadu),1,0,7,training,49:07.4,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,On Time,-3.489238969999999,0.8059442415714715,14,0–25 km
trip-153722456351250320,49:07.4,40:02.1,5,59,44,37.55638146,45.6492,110,Carting,IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),IND628801AAA,Eral_Busstand_D (Tamil Nadu),1,0,15,training,49:07.4,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,On Time,-8.092818540000003,0.8227171880339633,14,25–50 km
trip-153722457229947680,42:29.9,02:17.5,2,34,16,14.35012655,19.2386,199,Carting,IND380021AAA,AMD_Rakhial (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),1,0,18,training,49:32.3,thanos::sroute:064ead43-1e50-43e7-b95d-ec81409b9ffa,On Time,-4.888473450000001,0.7459028489599034,2,0–25 km
trip-153722457558177556,28:52.5,44:28.4,22,872,489,508.9751221,620.5325,915,FTL,IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),IND395023AAA,Surat_HUB (Gujarat),1,0,383,training,49:35.6,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,Severe Delay,-111.5573779,0.8202231504393404,48,200+ km
trip-153722457558177556,44:28.4,08:26.7,1,365,185,203.4386448,257.8547,623,FTL,IND395023AAA,Surat_HUB (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),0,0,180,training,49:35.6,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,Severe Delay,-54.41605519999999,0.7889662077131036,48,200+ km
trip-153722457558177556,49:35.6,28:52.5,25,696,439,528.9133756,599.2847,939,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),1,0,257,training,49:35.6,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,Severe Delay,-70.37132440000005,0.8825744685288978,48,200+ km
trip-153722464994799487,50:49.9,54:50.2,6,117,65,47.52340342,77.3568,244,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),1,0,52,training,50:49.9,thanos::sroute:1d942309-bf28-4b95-9e29-9d03ca11168a,Moderate Delay,-29.83339658000001,0.6143403478427235,6,25–50 km
trip-153722468494437538,08:56.6,11:09.9,1,694,76,92.98725009,107.543,722,FTL,IND847404AAB,Jhanjharpur_Nagar_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),0,0,618,training,51:24.9,thanos::sroute:6b53909c-62c8-4c16-8ea1-c746855ffd99,Severe Delay,-14.555749910000005,0.864651814530002,8,50–100 km
